Classifications	Treatments	etrait	Annotation for etraita	eQTL	Lead_SNPb	P-valuec	eQTL_Typed	Candidate gene in eQTL region	Annotation for candidate genea
Static local-eQTLs	WS2	Zm00001d016587	/	5:168560486~168568827	5_168560909	1.7800000000000001E-9	L	Zm00001d016587,Zm00001d016586	"/,\hydroxyproline-rich glycoprotein family protein\"""""
Static local-eQTLs	WW	ENSRNA049477344	U2 spliceosomal RNA	2:241691492~241695630	2_241693625	3.7600000000000001E-12	L	Zm00001d007885,ENSRNA049477344,Zm00001d007886	"Glutaredoxin family protein,\U2 spliceosomal RNA\"",\""Protein ENHANCED DOWNY MILDEW 2\"""""
Static local-eQTLs	WS1	ENSRNA049477344	U2 spliceosomal RNA	2:241691492~241694544	2_241693625	4.7099999999999997E-9	L	Zm00001d007885,ENSRNA049477344,Zm00001d007886	"Glutaredoxin family protein,\U2 spliceosomal RNA\"",\""Protein ENHANCED DOWNY MILDEW 2\"""""
Static local-eQTLs	WS2	ENSRNA049477344	U2 spliceosomal RNA	2:241691492~241694544	2_241694194	2.5699999999999999E-10	L	Zm00001d007885,ENSRNA049477344,Zm00001d007886	"Glutaredoxin family protein,\U2 spliceosomal RNA\"",\""Protein ENHANCED DOWNY MILDEW 2\"""""
Static local-eQTLs	WW	Zm00001d019182	Eukaryotic translation initiation factor 3 subunit E  	7:20577592~20584573	7_20578645	2.1400000000000002E-12	L	Zm00001d019182,Zm00001d019181	"Eukaryotic translation initiation factor 3 subunit E  ,\AT4g33690/T16L1_180\"""""
Static local-eQTLs	WS1	Zm00001d019182	Eukaryotic translation initiation factor 3 subunit E  	7:20578645~20584573	7_20578645	1.01E-9	L	Zm00001d019182,Zm00001d019181	"Eukaryotic translation initiation factor 3 subunit E  ,\AT4g33690/T16L1_180\"""""
Static local-eQTLs	WS2	Zm00001d019182	Eukaryotic translation initiation factor 3 subunit E  	7:20577592~20584573	7_20578645	1.1499999999999999E-12	L	Zm00001d019182,Zm00001d019181	"Eukaryotic translation initiation factor 3 subunit E  ,\AT4g33690/T16L1_180\"""""
Static local-eQTLs	WW	Zm00001d042275	Phosphatidylinositol transfer protein CSR1  	3:158558151~158559461	3_158559461	2.9399999999999999E-8	L	Zm00001d042275	Phosphatidylinositol transfer protein CSR1  
Static local-eQTLs	WS1	Zm00001d042275	Phosphatidylinositol transfer protein CSR1  	3:158558151~158559461	3_158559461	6.3100000000000004E-14	L	Zm00001d042275	Phosphatidylinositol transfer protein CSR1  
Static local-eQTLs	WS2	Zm00001d042275	Phosphatidylinositol transfer protein CSR1  	3:158558151~158559461	3_158558177	8.68E-10	L	Zm00001d042275	Phosphatidylinositol transfer protein CSR1  
Static local-eQTLs	WW	Zm00001d042026	Chlorophyllide a oxygenase chloroplastic	3:147717291~147733043	3_147731697	1.45E-11	L	Zm00001d042023,Zm00001d042024,Zm00001d042025,Zm00001d042026	"Ribosomal protein S10  ,\/\"",\""Ubiquitin-fold modifier 1  \"",\""Chlorophyllide a oxygenase chloroplastic\"""""
Static local-eQTLs	WS1	Zm00001d042026	Chlorophyllide a oxygenase chloroplastic	3:147716370~147733740	3_147731697	2.4800000000000001E-11	L	Zm00001d042023,Zm00001d042024,Zm00001d042025,Zm00001d042026	"Ribosomal protein S10  ,\/\"",\""Ubiquitin-fold modifier 1  \"",\""Chlorophyllide a oxygenase chloroplastic\"""""
Static local-eQTLs	WS2	Zm00001d042026	Chlorophyllide a oxygenase chloroplastic	3:147717291~147734134	3_147731697	4.3999999999999999E-13	L	Zm00001d042023,Zm00001d042024,Zm00001d042025,Zm00001d042026	"Ribosomal protein S10  ,\/\"",\""Ubiquitin-fold modifier 1  \"",\""Chlorophyllide a oxygenase chloroplastic\"""""
Static local-eQTLs	WW	Zm00001d032142	Probable LRR receptor-like serine/threonine-protein kinase 	1:214313001~214320443	1_214315296	1.2200000000000001E-12	L	Zm00001d032140,Zm00001d032141,Zm00001d032142	"/,\/\"",\""Probable LRR receptor-like serine/threonine-protein kinase \"""""
Static local-eQTLs	WS1	Zm00001d032142	Probable LRR receptor-like serine/threonine-protein kinase 	1:214313001~214320443	1_214315296	1.1400000000000001E-11	L	Zm00001d032140,Zm00001d032141,Zm00001d032142	"/,\/\"",\""Probable LRR receptor-like serine/threonine-protein kinase \"""""
Static local-eQTLs	WS2	Zm00001d032142	Probable LRR receptor-like serine/threonine-protein kinase 	1:214311950~214315296	1_214313183	5.32E-8	L	Zm00001d032140,Zm00001d032141,Zm00001d032142	"/,\/\"",\""Probable LRR receptor-like serine/threonine-protein kinase \"""""
Static local-eQTLs	WW	Zm00001d017151	glycine-rich protein	5:187063725~187080156	5_187074682	1.08E-19	L	Zm00001d017149,Zm00001d017151,Zm00001d017150	"Serine/threonine protein kinase,\glycine-rich protein\"",\""Eukaryotic translation initiation factor eIF2A family protein\"""""
Static local-eQTLs	WS1	Zm00001d017151	glycine-rich protein	5:187063725~187080084	5_187074682	1.8600000000000001E-18	L	Zm00001d017149,Zm00001d017151,Zm00001d017150	"Serine/threonine protein kinase,\glycine-rich protein\"",\""Eukaryotic translation initiation factor eIF2A family protein\"""""
Static local-eQTLs	WS2	Zm00001d017151	glycine-rich protein	5:187063725~187080156	5_187075813	1.1599999999999999E-15	L	Zm00001d017149,Zm00001d017151,Zm00001d017150	"Serine/threonine protein kinase,\glycine-rich protein\"",\""Eukaryotic translation initiation factor eIF2A family protein\"""""
Static local-eQTLs	WW	Zm00001d037290	NAD(P)-binding Rossmann-fold superfamily protein	6:119545061~119551998	6_119551134	9.4499999999999994E-10	L	Zm00001d037290	NAD(P)-binding Rossmann-fold superfamily protein
Static local-eQTLs	WS1	Zm00001d037290	NAD(P)-binding Rossmann-fold superfamily protein	6:119545061~119552030	6_119545929	5.8800000000000004E-9	L	Zm00001d037290	NAD(P)-binding Rossmann-fold superfamily protein
Static local-eQTLs	WS2	Zm00001d037290	NAD(P)-binding Rossmann-fold superfamily protein	6:119549203~119552077	6_119551576	1.0600000000000001E-9	L	Zm00001d037290	NAD(P)-binding Rossmann-fold superfamily protein
Static local-eQTLs	WW	Zm00001d034000	/	1:280700254~280705900	1_280700919	1.21E-9	L	Zm00001d034000	/
Static local-eQTLs	WS1	Zm00001d034000	/	1:280700254~280703811	1_280700991	7.0900000000000001E-9	L	Zm00001d034000	/
Static local-eQTLs	WS2	Zm00001d034000	/	1:280700254~280700991	1_280700991	2.1900000000000001E-8	L	Zm00001d034000	/
Static local-eQTLs	WW	Zm00001d025938	calmodulin-related	10:134152921~134161347	10_134158624	6.7399999999999996E-13	L	Zm00001d025938,Zm00001d025939	"calmodulin-related,\Vesicle-associated protein 1-1\"""""
Static local-eQTLs	WS1	Zm00001d025938	calmodulin-related	10:134152921~134161347	10_134158859	7.0199999999999994E-14	L	Zm00001d025938,Zm00001d025939	"calmodulin-related,\Vesicle-associated protein 1-1\"""""
Static local-eQTLs	WS2	Zm00001d025938	calmodulin-related	10:134152921~134161347	10_134158624	1.0600000000000001E-15	L	Zm00001d025938,Zm00001d025939	"calmodulin-related,\Vesicle-associated protein 1-1\"""""
Static local-eQTLs	WW	Zm00001d018693	 pentatricopeptide repeat 2	7:2688581~2690141	7_2689917	2.3100000000000001E-14	L	Zm00001d018694,Zm00001d018693	"T-complex protein 1 subunit epsilon,\ pentatricopeptide repeat 2\"""""
Static local-eQTLs	WS1	Zm00001d018693	 pentatricopeptide repeat 2	7:2688581~2689958	7_2689917	2.13E-12	L	Zm00001d018694,Zm00001d018693	"T-complex protein 1 subunit epsilon,\ pentatricopeptide repeat 2\"""""
Static local-eQTLs	WS2	Zm00001d018693	 pentatricopeptide repeat 2	7:2688581~2690141	7_2689054	3.5100000000000002E-12	L	Zm00001d018694,Zm00001d018693	"T-complex protein 1 subunit epsilon,\ pentatricopeptide repeat 2\"""""
Static local-eQTLs	WW	Zm00001d002531	Nucleotide-diphospho-sugar transferase family protein	2:14795163~14796989	2_14795187	5.5500000000000005E-10	L	Zm00001d002531	Nucleotide-diphospho-sugar transferase family protein
Static local-eQTLs	WS1	Zm00001d002531	Nucleotide-diphospho-sugar transferase family protein	2:14795163~14795288	2_14795195	1.08E-9	L	Zm00001d002531	Nucleotide-diphospho-sugar transferase family protein
Static local-eQTLs	WS2	Zm00001d002531	Nucleotide-diphospho-sugar transferase family protein	2:14795163~14795288	2_14795163	1.4499999999999999E-10	L	Zm00001d002531	Nucleotide-diphospho-sugar transferase family protein
Static local-eQTLs	WW	Zm00001d047367	nucleic acid binding;methyltransferases	9:127875818~127880823	9_127876328	2.8500000000000002E-15	L	Zm00001d047367	nucleic acid binding;methyltransferases
Static local-eQTLs	WS1	Zm00001d047367	nucleic acid binding;methyltransferases	9:127875818~127882156	9_127876328	3.6700000000000001E-15	L	Zm00001d047367	nucleic acid binding;methyltransferases
Static local-eQTLs	WS2	Zm00001d047367	nucleic acid binding;methyltransferases	9:127875818~127882156	9_127876328	1.0499999999999999E-14	L	Zm00001d047367	nucleic acid binding;methyltransferases
Static local-eQTLs	WW	Zm00001d041702	Zinc finger CCCH domain-containing protein 30	3:133963617~133971351	3_133967815	2.9100000000000001E-9	L	Zm00001d041702	Zinc finger CCCH domain-containing protein 30
Static local-eQTLs	WS1	Zm00001d041702	Zinc finger CCCH domain-containing protein 30	3:133958328~133971938	3_133968166	1.7800000000000001E-10	L	Zm00001d041702	Zinc finger CCCH domain-containing protein 30
Static local-eQTLs	WS2	Zm00001d041702	Zinc finger CCCH domain-containing protein 30	3:133964483~133971351	3_133968166	9.0699999999999997E-10	L	Zm00001d041702	Zinc finger CCCH domain-containing protein 30
Static local-eQTLs	WW	Zm00001d021814	Membrane metalloprotease ARASP chloroplastic	7:163539885~163540250	7_163539887	9.3500000000000005E-14	L	Zm00001d021814	Membrane metalloprotease ARASP chloroplastic
Static local-eQTLs	WS1	Zm00001d021814	Membrane metalloprotease ARASP chloroplastic	7:163539885~163540268	7_163539964	4.1100000000000002E-16	L	Zm00001d021814	Membrane metalloprotease ARASP chloroplastic
Static local-eQTLs	WS2	Zm00001d021814	Membrane metalloprotease ARASP chloroplastic	7:163539885~163540250	7_163539887	9.2300000000000001E-12	L	Zm00001d021814	Membrane metalloprotease ARASP chloroplastic
Static local-eQTLs	WW	Zm00001d006335	Protein STRUBBELIG-RECEPTOR FAMILY 4	2:204939619~204944358	2_204943171	2.0599999999999999E-9	L	Zm00001d006333,Zm00001d006334,ENSRNA049442419,Zm00001d006335	"Organic cation/carnitine transporter 7,\/\"",\""tRNA-Glu for anticodon CUC\"",\""Protein STRUBBELIG-RECEPTOR FAMILY 4\"""""
Static local-eQTLs	WS1	Zm00001d006335	Protein STRUBBELIG-RECEPTOR FAMILY 4	2:204939619~204943740	2_204942823	1.9300000000000002E-9	L	Zm00001d006333,Zm00001d006334,ENSRNA049442419,Zm00001d006335	"Organic cation/carnitine transporter 7,\/\"",\""tRNA-Glu for anticodon CUC\"",\""Protein STRUBBELIG-RECEPTOR FAMILY 4\"""""
Static local-eQTLs	WS2	Zm00001d006335	Protein STRUBBELIG-RECEPTOR FAMILY 4	2:204938465~204946187	2_204943249	1.2200000000000001E-12	L	Zm00001d006333,Zm00001d006334,ENSRNA049442419,Zm00001d006335	"Organic cation/carnitine transporter 7,\/\"",\""tRNA-Glu for anticodon CUC\"",\""Protein STRUBBELIG-RECEPTOR FAMILY 4\"""""
Static local-eQTLs	WW	Zm00001d003655	DExH-box ATP-dependent RNA helicase DExH7 chloroplastic	2:52537535~52537657	2_52537536	9.9999999999999995E-8	L	Zm00001d003655	DExH-box ATP-dependent RNA helicase DExH7 chloroplastic
Static local-eQTLs	WS1	Zm00001d003655	DExH-box ATP-dependent RNA helicase DExH7 chloroplastic	2:52537535~52537649	2_52537538	4.9099999999999998E-9	L	Zm00001d003655	DExH-box ATP-dependent RNA helicase DExH7 chloroplastic
Static local-eQTLs	WS2	Zm00001d003655	DExH-box ATP-dependent RNA helicase DExH7 chloroplastic	2:52535523~52538718	2_52537535	2.1799999999999999E-9	L	Zm00001d003655	DExH-box ATP-dependent RNA helicase DExH7 chloroplastic
Static local-eQTLs	WW	Zm00001d035962	CYCLOPS	6:62952198~62970056	6_62955232	5.5400000000000005E-10	L	Zm00001d035962,Zm00001d035963,Zm00001d035965,Zm00001d035964	"CYCLOPS,\/\"",\""Growth-regulating factor 6\"",\""Serine/threonine-protein kinase MHK\"""""
Static local-eQTLs	WS1	Zm00001d035962	CYCLOPS	6:62952198~62971377	6_62963564	4.7400000000000004E-12	L	Zm00001d035962,Zm00001d035963,Zm00001d035965,Zm00001d035964	"CYCLOPS,\/\"",\""Growth-regulating factor 6\"",\""Serine/threonine-protein kinase MHK\"""""
Static local-eQTLs	WS2	Zm00001d035962	CYCLOPS	6:62952198~62971502	6_62963585	7.6399999999999998E-13	L	Zm00001d035962,Zm00001d035963,Zm00001d035965,Zm00001d035964	"CYCLOPS,\/\"",\""Growth-regulating factor 6\"",\""Serine/threonine-protein kinase MHK\"""""
Static local-eQTLs	WW	Zm00001d027312	Transducin/WD40 repeat-like superfamily protein	1:2772760~2780065	1_2774244	1.89E-13	L	Zm00001d027312	Transducin/WD40 repeat-like superfamily protein
Static local-eQTLs	WS1	Zm00001d027312	Transducin/WD40 repeat-like superfamily protein	1:2772760~2780065	1_2774244	1.04E-14	L	Zm00001d027312	Transducin/WD40 repeat-like superfamily protein
Static local-eQTLs	WS2	Zm00001d027312	Transducin/WD40 repeat-like superfamily protein	1:2772760~2780065	1_2774244	6.3800000000000003E-15	L	Zm00001d027312	Transducin/WD40 repeat-like superfamily protein
Static local-eQTLs	WW	Zm00001d052137	Probable tyrosine-protein phosphatase 	4:180619117~180619230	4_180619117	9.6999999999999996E-10	L	Zm00001d052137	Probable tyrosine-protein phosphatase 
Static local-eQTLs	WS1	Zm00001d052137	Probable tyrosine-protein phosphatase 	4:180619117~180619230	4_180619197	1.7900000000000001E-11	L	Zm00001d052137	Probable tyrosine-protein phosphatase 
Static local-eQTLs	WS2	Zm00001d052137	Probable tyrosine-protein phosphatase 	4:180619117~180619411	4_180619289	4.6900000000000001E-11	L	Zm00001d052137	Probable tyrosine-protein phosphatase 
Static local-eQTLs	WW	Zm00001d035270	Sterile alpha motif (SAM) domain-containing protein	6:18845694~18848875	6_18848181	5.8800000000000006E-11	L	Zm00001d035270	Sterile alpha motif (SAM) domain-containing protein
Static local-eQTLs	WS1	Zm00001d035270	Sterile alpha motif (SAM) domain-containing protein	6:18845694~18848875	6_18848180	2.04E-9	L	Zm00001d035270	Sterile alpha motif (SAM) domain-containing protein
Static local-eQTLs	WS2	Zm00001d035270	Sterile alpha motif (SAM) domain-containing protein	6:18845694~18848875	6_18848181	2.9299999999999998E-11	L	Zm00001d035270	Sterile alpha motif (SAM) domain-containing protein
Static local-eQTLs	WW	Zm00001d014808	Protein FREE1	5:63882537~63891710	5_63882619	7.3500000000000005E-11	L	Zm00001d014808,Zm00001d014809	"Protein FREE1,\plant/F20M13-60 protein\"""""
Static local-eQTLs	WS1	Zm00001d014808	Protein FREE1	5:63882537~63891710	5_63882567	1.2400000000000001E-9	L	Zm00001d014808,Zm00001d014809	"Protein FREE1,\plant/F20M13-60 protein\"""""
Static local-eQTLs	WS2	Zm00001d014808	Protein FREE1	5:63882387~63891710	5_63885505	1.0799999999999999E-13	L	Zm00001d014808,Zm00001d014809	"Protein FREE1,\plant/F20M13-60 protein\"""""
Static local-eQTLs	WW	Zm00001d004409	DNA-directed RNA polymerase subunit  	2:110207455~110218935	2_110218027	1.64E-20	L	Zm00001d004409,Zm00001d004410	"DNA-directed RNA polymerase subunit  ,\Ribosomal L18p/L5e family protein\"""""
Static local-eQTLs	WS1	Zm00001d004409	DNA-directed RNA polymerase subunit  	2:110207455~110218939	2_110217218	2.2599999999999999E-18	L	Zm00001d004409,Zm00001d004410	"DNA-directed RNA polymerase subunit  ,\Ribosomal L18p/L5e family protein\"""""
Static local-eQTLs	WS2	Zm00001d004409	DNA-directed RNA polymerase subunit  	2:110207455~110218939	2_110217277	4.7000000000000003E-21	L	Zm00001d004409,Zm00001d004410	"DNA-directed RNA polymerase subunit  ,\Ribosomal L18p/L5e family protein\"""""
Static local-eQTLs	WW	Zm00001d042510	Ribosomal protein L13 family protein	3:170135187~170140517	3_170135579	1.0700000000000001E-7	L	Zm00001d042508,Zm00001d042509,Zm00001d042510	"Pentatricopeptide repeat-containing protein mitochondrial,\Cytochrome P450 78A7\"",\""Ribosomal protein L13 family protein\"""""
Static local-eQTLs	WS1	Zm00001d042510	Ribosomal protein L13 family protein	3:170135187~170140517	3_170135579	5.1499999999999998E-10	L	Zm00001d042508,Zm00001d042509,Zm00001d042510	"Pentatricopeptide repeat-containing protein mitochondrial,\Cytochrome P450 78A7\"",\""Ribosomal protein L13 family protein\"""""
Static local-eQTLs	WS2	Zm00001d042510	Ribosomal protein L13 family protein	3:170135164~170140517	3_170135579	1.6900000000000001E-10	L	Zm00001d042508,Zm00001d042509,Zm00001d042510	"Pentatricopeptide repeat-containing protein mitochondrial,\Cytochrome P450 78A7\"",\""Ribosomal protein L13 family protein\"""""
Static local-eQTLs	WW	Zm00001d012978	40S ribosomal protein S23-2	5:2662215~2666263	5_2662215	2.2500000000000001E-16	L	Zm00001d012978	40S ribosomal protein S23-2
Static local-eQTLs	WS1	Zm00001d012978	40S ribosomal protein S23-2	5:2662215~2663429	5_2662224	3.8600000000000001E-17	L	Zm00001d012978	40S ribosomal protein S23-2
Static local-eQTLs	WS2	Zm00001d012978	40S ribosomal protein S23-2	5:2662215~2666263	5_2662215	3.09E-17	L	Zm00001d012978	40S ribosomal protein S23-2
Static local-eQTLs	WW	Zm00001d042142	Probable inactive purple acid phosphatase 16	3:153381535~153388324	3_153382276	5.5200000000000001E-11	L	Zm00001d042142,Zm00001d042144,Zm00001d042143	"Probable inactive purple acid phosphatase 16,\high chlorophyll fluorescence 153\"",\"" glucan endo-13-beta-glucosidase homolog1\"""""
Static local-eQTLs	WS1	Zm00001d042142	Probable inactive purple acid phosphatase 16	3:153381535~153388324	3_153388324	2.0999999999999999E-12	L	Zm00001d042142,Zm00001d042144,Zm00001d042143	"Probable inactive purple acid phosphatase 16,\high chlorophyll fluorescence 153\"",\"" glucan endo-13-beta-glucosidase homolog1\"""""
Static local-eQTLs	WS2	Zm00001d042142	Probable inactive purple acid phosphatase 16	3:153381535~153388324	3_153382309	9.2600000000000009E-13	L	Zm00001d042142,Zm00001d042144,Zm00001d042143	"Probable inactive purple acid phosphatase 16,\high chlorophyll fluorescence 153\"",\"" glucan endo-13-beta-glucosidase homolog1\"""""
Static local-eQTLs	WW	Zm00001d030053	AT-hook motif nuclear-localized protein 13	1:102354442~102363208	1_102359438	1.13E-9	L	Zm00001d030053	AT-hook motif nuclear-localized protein 13
Static local-eQTLs	WS1	Zm00001d030053	AT-hook motif nuclear-localized protein 13	1:102354442~102363076	1_102360034	7.7099999999999997E-11	L	Zm00001d030053	AT-hook motif nuclear-localized protein 13
Static local-eQTLs	WS2	Zm00001d030053	AT-hook motif nuclear-localized protein 13	1:102359724~102360512	1_102359725	6.3199999999999997E-8	L	Zm00001d030053	AT-hook motif nuclear-localized protein 13
Static local-eQTLs	WW	Zm00001d036214	B-box zinc finger protein 22	6:77322554~77327882	6_77322877	1.98E-12	L	Zm00001d036214	B-box zinc finger protein 22
Static local-eQTLs	WS1	Zm00001d036214	B-box zinc finger protein 22	6:77322554~77327882	6_77322877	3.21E-13	L	Zm00001d036214	B-box zinc finger protein 22
Static local-eQTLs	WS2	Zm00001d036214	B-box zinc finger protein 22	6:77322666~77327651	6_77322877	1.5799999999999999E-9	L	Zm00001d036214	B-box zinc finger protein 22
Static local-eQTLs	WW	Zm00001d032994	Probable mannan synthase 7	1:246212598~246218855	1_246213376	3.09E-12	L	Zm00001d032994	Probable mannan synthase 7
Static local-eQTLs	WS1	Zm00001d032994	Probable mannan synthase 7	1:246212966~246218267	1_246213376	6.9100000000000002E-12	L	Zm00001d032994	Probable mannan synthase 7
Static local-eQTLs	WS2	Zm00001d032994	Probable mannan synthase 7	1:246213036~246218267	1_246213376	2.3700000000000001E-10	L	Zm00001d032994	Probable mannan synthase 7
